Date,Open,High,Low,Close,Volume
2010-11-08,30.369984239537946,30.37926564153939,30.02346361511925,30.28026008605957,2655968
2010-11-09,30.147225151485326,31.112528855433276,30.107002590168197,30.964021682739258,3657609
2010-11-10,30.787664782710813,30.88357575359369,30.13484607013672,30.428768157958984,3916423
2010-11-11,30.66699981689453,30.784568172202018,30.30810321572659,30.66699981689453,3174636
2010-11-12,30.07296628986932,31.08158704527907,29.652192073887786,30.865013122558594,4881581
2010-11-15,30.47827155417887,31.805566346948243,30.47827155417887,31.4899845123291,4641037
2010-11-16,31.24865714485763,31.514735008394705,30.611309051513672,30.611309051513672,3578846
2010-11-17,30.60203068996516,30.750537852449774,30.30810623172977,30.4875545501709,2979821
2010-11-18,30.964014354681776,31.53329564941221,30.815504856655615,31.440479278564453,4834011
2010-11-19,31.48379677025869,31.558050345431578,31.050646587539397,31.397167205810547,4655298
2010-11-22,31.55186739051456,31.923137672272063,31.131093145600655,31.285789489746094,3880173
2010-11-23,31.03826738046157,31.718930196684276,30.6360560323892,30.639150619506836,4519215
2010-11-24,31.01351866991943,32.20158767700195,30.772192779857924,32.20158767700195,5723301
2010-11-25,32.176836817492045,32.56667223217646,31.879820145511097,32.133522033691406,3640207
2010-11-26,31.848883775524648,32.13352447944452,31.34147996054441,31.89219856262207,3253427
2010-11-29,32.13351861607057,32.21396136049269,30.80931854248047,30.80931854248047,5308100
2010-11-30,30.939266530157564,31.514737076456793,30.32357578714147,30.858823776245117,5941938
2010-12-01,31.2548462541477,32.152085462622374,30.994957546295318,32.13970947265625,5214119
2010-12-02,32.36247133041749,33.1916437425301,32.102582632528396,33.09882736206055,6630120
2010-12-03,32.79562209933641,33.89705921826283,32.597610984933425,33.38346862792969,6043540
2010-12-06,33.38347200817167,33.52579236352954,33.04314051836121,33.17927169799805,2929692
2010-12-07,33.216398971009454,33.643360028086875,32.55429881154442,33.50722885131836,4330571
2010-12-08,33.31540529356663,33.44534965817763,32.77706266840752,32.95650863647461,4062509
2010-12-09,33.32158985973985,33.50103817617379,32.26965666239058,32.981258392333984,7463840
2010-12-10,33.129760435245245,33.98987149233779,33.012189735613916,33.95274353027344,4711402
2010-12-13,34.03319504242597,34.03319504242597,33.67429839803964,33.88468551635742,2943179
2010-12-14,33.72380118680722,33.952751102737736,33.24114937471621,33.48247528076172,3272834
2010-12-15,33.29683684865178,33.538162730770104,32.900812285673595,33.3525276184082,3373667
2010-12-16,33.23495968834979,33.77330462791927,33.23495968834979,33.66810989379883,3268433
2010-12-17,33.457726072523876,33.71142798970373,33.14833337545191,33.216400146484375,9436238
2010-12-20,33.340152740478516,33.723798966874085,33.27827279397691,33.340152740478516,2566556
2010-12-21,33.42678129360226,33.996062621318906,33.383466512601146,33.82280349731445,2904502
2010-12-22,33.84756030870625,34.06413424463926,33.61861038208008,33.61861038208008,2228285
2010-12-23,33.60004204904455,33.73617557335998,33.4391589061543,33.45772171020508,1878665
2010-12-27,32.98125927084231,33.07407801918845,31.73750173378122,31.9107608795166,3813238
2010-12-28,31.972633539487095,32.07782826208449,31.570424533147193,31.867441177368164,2434939
2010-12-29,31.867441183269744,31.94169475421912,31.700368878274798,31.756059646606445,2053548
2010-12-30,31.867444758137438,31.991202297255075,31.31672618756661,31.390979766845703,1957776
2011-01-03,31.496174233254358,32.2015891316,31.403355489586268,31.99738883972168,3097604
2011-01-04,32.02214096373528,32.39341121912334,31.570427954170956,32.170650482177734,3030350
2011-01-05,31.93550783775852,33.426780228880894,31.762248719272776,33.16688919067383,6930387
2011-01-06,33.105012190962356,34.299267959773665,32.99981982731047,33.785675048828125,5424381
2011-01-07,33.72998317303364,34.534405892000436,33.556724057184006,33.74235916137695,4977177
2011-01-10,33.56910599020689,34.11982458637883,33.30921727040932,33.35871887207031,3949763
2011-01-11,33.35253674974302,34.17552017204122,33.129773609728716,34.0146369934082,4525620
2011-01-12,34.156949709722795,34.60247352943593,33.835181064081915,33.95893859863281,4762189
2011-01-13,33.94038103975066,34.1322053793139,33.575297529278146,34.0146369934082,3844142
2011-01-14,33.729984224862996,35.01705872696303,33.60003988392362,34.621036529541016,7069370
2011-01-17,34.55916043125062,35.25838852914527,34.50965883130413,35.20269775390625,3712030
2011-01-18,35.62346818799952,36.56402209176751,35.598716210418615,36.17418670654297,6798477
2011-01-19,36.155629855125824,36.229883439612834,35.27076657501948,35.32027053833008,4661958
2011-01-20,35.3202668624902,35.33264049155121,33.73617560859352,34.262142181396484,6324080
2011-01-21,34.497282933414525,34.94280913651765,33.86612159917801,33.89706039428711,7004604
2011-01-24,33.9589309476218,34.064123293978916,33.02456401473186,33.736167907714844,4600917
2011-01-25,33.6928597435514,34.76335801933196,33.48247264909011,34.16313552856445,4322460
2011-01-26,34.33639804656466,34.99230896743936,34.286894088509925,34.81904983520508,4016039
2011-01-27,34.732415840562496,35.36357706241282,34.42302322360518,34.59009552001953,4701306
2011-01-28,34.86236131548704,34.96136686173831,33.81661508567807,33.90943145751953,4275276
2011-01-31,33.61241534153606,33.637167318603446,32.73374139994989,33.05550765991211,6005054
2011-02-01,33.414408605613616,33.52579015647063,32.82037524136206,32.981258392333984,5047684
2011-02-02,33.544347322976684,33.72379560924711,32.30677684190339,32.48622512817383,7527598
2011-02-03,32.53572811497212,32.832744738358556,31.71274263645027,32.80180358886719,6670449
2011-02-04,32.85131298669894,33.0864520710473,32.331533219469186,32.603797912597656,4279621
2011-02-07,32.58523829464028,33.32778122907695,32.424355133077135,33.17927169799805,4065215
2011-02-08,33.414410695506,34.3302127794587,33.2906531467602,34.20645523071289,6124776
2011-02-09,34.17551152878689,34.5158429686344,33.82280409979311,34.051753997802734,3560624
2011-02-10,34.06412617434193,34.42302273797885,33.7547335617494,34.330204010009766,3882105
2011-02-11,34.24357460154788,35.14081365397127,33.946557975455406,34.967552185058594,4706788
2011-02-14,35.33263605347668,35.406891981387474,34.973741843821266,35.00468063354492,3118023
2011-02-15,34.90568054318454,35.14081963067928,34.50346913250763,34.63960266113281,3190190
2011-02-16,34.66435576401689,34.99231124580759,33.12357919618289,33.12976837158203,15115085
2011-02-17,33.44534842758339,33.6619247211119,32.139710932824016,32.777061462402344,11121382
2011-02-18,32.82656198996475,32.91319156035014,32.20777664666484,32.566673278808594,6175106
2011-02-21,32.579050922422496,33.13595634336989,32.17683948467254,32.31297302246094,4733816
2011-02-22,32.176836855858156,33.0431372538612,32.11495926763452,32.826560974121094,5746316
2011-02-23,32.86987315581448,32.86987315581448,31.657054583006527,31.737497329711914,5818875
2011-02-24,31.421919561222072,31.619930685918703,30.719599222138516,31.242473602294922,7891727
2011-02-25,31.558047450143395,31.86744007220362,31.409537952943996,31.601362228393555,5317484
2011-02-28,31.61993186931174,31.824132177066776,31.341480337615078,31.588993072509766,4652468
2011-03-01,31.904567721257656,32.47384900719172,31.353846876632293,31.570423126220703,6928696
2011-03-02,31.15584241464335,31.21772236788962,30.233853535823048,30.691753387451172,8750883
2011-03-03,31.032086331279345,31.137278708036266,30.32048223264813,30.43186378479004,6257064
2011-03-04,30.62987576985944,30.95783126012288,29.584129345872988,29.84711265563965,8373906
2011-03-07,29.392301255023202,30.493738315121462,28.99008987260515,30.06987190246582,6745592
