Date,Open,High,Low,Close,Volume
2010-11-08,92.18347337270828,92.18347337270828,89.71702824532929,90.25656127929688,6954382
2010-11-09,90.43616080009399,91.69559275348556,89.46037330196194,91.36107635498047,6835545
2010-11-10,91.20692884618508,91.66938663946594,90.64195682137357,90.95026397705078,5454314
2010-11-11,91.20692204674124,91.46435723823897,89.74246757680152,90.1024169921875,3753708
2010-11-12,90.38529058564382,90.95026260191314,88.58632550423802,89.33165740966797,6218644
2010-11-15,89.10041835011751,90.17949035092327,87.9959133195,89.9999008178711,3976958
2010-11-16,90.4107189980985,90.66738383354425,86.60853115843784,87.3276596069336,8604540
2010-11-18,90.30820272569686,90.30820272569686,86.58232581849265,88.35508728027344,12344361
2010-11-19,88.50924669688486,88.89462915034228,87.14807676510459,87.84176635742188,8833923
2010-11-22,87.99592188487712,90.64195692264373,87.55889712336693,90.38529205322266,12248562
2010-11-23,90.05076677467086,90.43614918646179,87.12185809287222,88.63795471191406,12785792
2010-11-24,89.38329523369212,89.53744586127034,88.2271478854469,89.25457763671875,9198874
2010-11-25,88.68960964433018,89.12586405507878,86.37731484366532,87.1989517211914,13467690
2010-11-26,87.48180917004538,87.76467737245696,85.32366527005048,86.14607238769531,14758548
2010-11-29,86.32567264752815,87.22515518478674,84.27004270874016,86.63397979736328,19104878
2010-11-30,86.09443906794206,88.89463051094188,85.29824111796917,88.32965850830078,19834212
2010-12-01,88.63795472105474,88.63795472105474,87.27601459487018,88.07298278808594,7089580
2010-12-02,88.45838473926298,88.8437672362198,87.22516192509518,87.81556701660156,12725163
2010-12-03,86.06900927382242,88.38130411692612,84.78414424713574,88.02135467529297,14187462
2010-12-06,87.86718516764428,87.86718516764428,86.58232041689428,86.86518859863281,5996706
2010-12-07,86.6339850714471,87.19895711994727,85.45239868573857,86.42819213867188,9980697
2010-12-08,86.32567159116871,87.35310137721989,85.42618906491701,85.68362426757812,9758086
2010-12-09,86.04280232631561,86.58233541510934,85.19495621468312,85.9657211303711,11088268
2010-12-10,86.27401775672193,87.81554740019945,85.81156003977246,87.50724029541016,6272630
2010-12-13,87.73847044145005,87.8671880231246,85.04079361617868,85.88863372802734,8995098
2010-12-14,86.32567070742492,87.14807790885921,85.8632129333005,86.53146362304688,7174683
2010-12-15,85.6574185852268,86.73648474664863,85.55490435965694,85.81156921386719,7955714
2010-12-16,86.55690353479753,86.55690353479753,84.34711710498854,86.35110473632812,7140352
2010-12-20,86.45439115364069,86.45439115364069,85.09245081763582,85.78614044189453,5856052
2010-12-21,85.81155842339906,86.06899358674818,85.19494422543522,85.88863372802734,5143230
2010-12-22,86.68561339078575,86.68561339078575,85.40074851518669,86.0173568725586,5153199
2010-12-23,86.53146900550125,86.53146900550125,85.37532155804038,85.76070404052734,4378059
2010-12-24,85.14409253882687,87.55889570021026,85.14409253882687,87.30223083496094,7443794
2010-12-27,87.22514343261719,87.9959082631221,86.86519404571507,87.22514343261719,6925185
2010-12-28,87.22514978873672,88.27801255400371,87.22514978873672,87.96971130371094,4314735
2010-12-29,87.96970087810081,89.71702335187668,87.94426197044262,89.51123046875,10211070
2010-12-30,89.04877933794654,90.61651839685618,88.71503916987007,89.69159698486328,29495810
2010-12-31,89.33165430136545,90.4107263521391,89.22914007495177,89.74246978759766,10410699
2011-01-03,90.41073851908592,90.41073851908592,89.35709935750916,89.8195571899414,3492150
2011-01-04,89.92282229132472,91.51522392407017,89.92282229132472,91.20691680908203,14939910
2011-01-05,91.15605192228722,92.5943030490307,90.33364473170585,92.38927459716797,12790334
2011-01-06,92.67137270729266,93.00588319809576,90.35907812784939,91.92681121826172,8906748
2011-01-07,91.48978220697937,92.49177882982336,87.66139699766089,88.63795471191406,10804293
2011-01-10,88.48381467068175,88.58632301731485,86.6085387853586,87.66140747070312,12404523
2011-01-11,87.45637402838277,89.40871910608256,86.3510928545622,87.40473175048828,11894486
2011-01-12,88.45836960737388,89.61451690047119,86.63397167218528,89.2800064086914,7674350
2011-01-13,88.92084588461543,89.76869211400093,88.07300553570039,88.97171783447266,11313884
2011-01-14,88.68961012638296,91.02733797150469,86.89064504395037,87.63597106933594,8989185
2011-01-17,87.40473292734038,89.87117803197809,86.14607146621037,88.35508728027344,14174924
2011-01-18,88.58631720732905,90.82153649225714,88.4321665864937,90.51322937011719,9611394
2011-01-19,90.69359344214675,91.61850897092755,89.2029355823421,90.15406036376953,14095558
2011-01-20,89.58830673302646,90.38527490548961,87.68759809292085,88.200927734375,11015130
2011-01-21,87.96971804509487,88.66340179188208,86.53146684580557,86.78813171386719,13523120
2011-01-24,87.32766498938533,87.58432984065062,86.32566827331088,86.89064025878906,7685974
2011-01-25,86.94228260382702,87.53345796171716,86.06900348351233,86.32566833496094,7825712
2011-01-27,86.76269878095385,87.2251565728309,85.81157394299535,86.22315979003906,11716434
2011-01-28,86.76268988272732,87.48181246920764,85.09244255583414,86.40274047851562,16010322
2011-01-31,85.86320550063729,86.27402095479617,82.70307079045978,83.55091094970703,17010879
2011-02-01,84.09046261866489,84.16753794467415,80.26207642860486,82.0093994140625,21246045
2011-02-02,82.60056282958797,83.08845951011457,81.18698026929358,81.70108032226562,9636384
2011-02-03,81.39276546908424,82.83178680440246,80.98195002273643,81.93230438232422,7086592
2011-02-04,82.00938581007445,82.60056116591566,77.94976843493893,78.6180191040039,14628753
2011-02-07,80.05703163946673,81.57235799661095,78.77216675225066,80.72451782226562,14666714
2011-02-08,80.93031186332821,81.31569430077263,80.15954698843937,80.21118927001953,9348855
2011-02-09,80.15954685262561,80.41621169665999,78.48929951270264,79.08047485351562,12675526
2011-02-10,79.23464235432809,81.67565490664795,79.23464235432809,80.23663330078125,10723374
2011-02-11,80.59657262705268,80.72451988000661,79.13211817196093,79.69709014892578,8654366
2011-02-14,79.49129756007986,82.11189347070619,79.49129756007986,80.93031311035156,10010319
2011-02-15,81.52148605722822,81.5469249671542,79.4404232765198,80.72451782226562,6530487
2011-02-16,80.26205053924907,81.62399057488209,80.26205053924907,80.62199401855469,5483194
2011-02-17,80.9303162053252,81.64943883721557,79.56837591555221,81.418212890625,10348436
2011-02-18,81.36735310029552,82.2922687857365,79.64546312641102,80.03084564208984,7141980
2011-02-21,80.03082845425942,81.62400046688072,79.44042346086938,81.2902603149414,3903808
2011-02-22,81.1361091372586,81.1361091372586,79.90288644711549,80.51950073242188,6840204
2011-02-23,80.67365121195304,80.9303160697627,79.69709338193644,79.9537582397461,5243750
2011-02-24,79.31170400489435,80.26205837933918,76.56261409646503,77.41022491455078,26720966
2011-02-25,78.46387426856158,80.62201260045495,77.84725995632354,80.31370544433594,13676336
2011-02-28,80.18498839086621,87.35310482798765,79.3371481160541,86.83977508544922,45492405
2011-03-01,87.764675664541,89.40871952639256,87.66139698873542,89.20292663574219,21954968
2011-03-03,88.38129992164474,90.43615945693877,87.96971409355993,89.17749786376953,19977388
2011-03-04,89.69160207451966,89.8195493379561,88.38130401709556,88.5863265991211,12422316
2011-03-07,87.99591947076786,89.30621749732539,86.35110504305267,88.71504211425781,10097022
2011-03-08,89.25456969605315,89.35707803132732,87.94426595633333,88.35508728027344,8569797
2011-03-09,88.58631889333574,88.97170133322811,87.66140338978181,88.25257873535156,6324122
2011-03-10,88.09843587443899,88.35510074315478,86.99392485887594,88.02135467529297,6640239
2011-03-11,87.7384839302794,88.89463131885496,87.12186963751788,88.04679107666016,5975242
2011-03-14,88.25258297749001,89.35708806835044,87.61053566063603,89.12586212158203,6749358
2011-03-15,87.89262249432225,88.79210489799098,86.17150921477402,87.40473175048828,10407528
2011-03-16,87.68760754464527,88.56088665456225,87.68760754464527,87.96971130371094,4943272
2011-03-17,87.09643663076481,87.81555927170041,85.96572227336013,86.35110473632812,11713557
